Gene,Mean_Control,Mean_Disease,Std_Control,Std_Disease,Log2FC,T_Statistic,P_Value,Adj_P_Value,Regulation
NDUFAF1,230.99041666666668,219.3066666666667,191.134481645076,143.53477996516776,-0.07488299666640598,-0.27608206422927306,0.7834182428293872,0.9323065790238727,Not Significant
ZNF335,24.65416666666667,20.966837606837604,10.71182994285466,8.375086172157461,-0.23371192002056604,-1.524131576889559,0.13264389254954795,0.4604268156027284,Not Significant
SIDT2,829.44375,1011.8812820512819,544.5615294321663,522.180407070752,0.2868236725919443,1.3249764617686315,0.1901209286178868,0.5437730991983869,Not Significant
SLC3A1,21.625,20.850256410256403,11.444215265516384,12.948521199284228,-0.052632528317973895,-0.24077253598447457,0.8105388292355157,0.9442096175343802,Not Significant
SPCS1,1313.79625,1706.3833333333332,462.77384512178776,727.6911099546411,0.3771999743119718,2.3614689893014664,0.021412057137790038,0.17297307365046766,Not Significant
IGHG1 /// LOC100293211,8.429583333333333,6.687435897435899,11.863003681217489,6.158787781420318,-0.333963584809473,-0.7667949420279278,0.4461610190702717,0.7691170516733005,Not Significant
GYS2,11.202083333333334,7.055384615384616,13.590970141386448,8.000053567634422,-0.6668947444281973,-1.5273258112686918,0.13184898703294334,0.459262644265523,Not Significant
IGF1,569.5512083333333,608.7870256410256,459.9356352921172,303.4153893729542,0.09611188902533765,0.40842723111907514,0.6843902729331546,0.8876831047807514,Not Significant
LRP1,313.9446875,426.8193589743589,207.42704777734835,293.03695443192174,0.44311399821206265,1.6477737749811323,0.10454118168290497,0.40834510706487304,Not Significant
PIP5K1A,64.58680555555556,67.62282051282051,33.36769325440355,29.24784819933764,0.06626972198434453,0.37913412613623415,0.7059048269408572,0.8975730300221738,Not Significant
DDX21,1179.62125,650.1894871794872,459.53978547599786,360.7099828806102,-0.8593905863574454,-5.090969260272976,3.672811406095887e-06,0.0011861767397277003,Downregulated
CD36,367.74252777777775,277.9095555555555,434.524808791605,348.90649784868873,-0.4040793187232858,-0.9030364590966952,0.3700588181205913,0.7154292575352954,Not Significant
TAS2R13,4.77625,6.488205128205129,3.990279289015723,5.903878685725384,0.4418613943358004,1.2533933508184034,0.21484547479661992,0.5722579014340399,Not Significant
C19orf80,17.267916666666668,10.38,42.87671568164856,12.100425829827556,-0.7342321559555848,-0.9479621243614693,0.3468891826387558,0.6970275503066882,Not Significant
CDCA8,16.51625,16.3674358974359,11.949737785917057,12.297102508089738,-0.013057038489247818,-0.04714305798039443,0.9625532167044379,0.9905095705094683,Not Significant
ASCC2,71.67625,66.64358974358974,47.01335229508463,58.72118888115885,-0.10502752637084135,-0.35526601344237546,0.7236158218862639,0.9045197773578298,Not Significant
RUNDC3B,63.96791666666667,62.36371794871795,57.764490858715845,96.60433967667146,-0.03664097760358153,-0.07352968461342793,0.9416252080245511,0.986477507954168,Not Significant
KDELR1,455.99104166666666,497.3865384615386,334.0985391447415,421.1567233902142,0.125361717195752,0.40847897923440246,0.684352491048229,0.8876831047807514,Not Significant
SV2B,234.94611111111112,289.5564102564103,118.16454235602717,171.13099804375884,0.3015133896716115,1.3728766166643227,0.17481688278573712,0.526462451827165,Not Significant
CXADR,51.8609375,105.21070512820515,38.515691972999356,61.11025478147522,1.0205472081797502,3.828007714013627,0.0003069460371076129,0.015251381218784516,Upregulated
PAICS,158.30263888888888,141.03376068376065,48.05277827032251,48.281232585633155,-0.1666436328259154,-1.3811084989100102,0.17228438918061742,0.5226009786166458,Not Significant
VEGFC,327.53375,481.9574358974359,327.20417450845713,343.7543910052024,0.5572607553936649,1.7630595447100605,0.08289901857844166,0.36342338481117525,Not Significant
PUM2,424.8823611111111,457.5144444444445,99.67456549805597,144.0957721586449,0.10675359830693992,0.9738800792870436,0.33396231345140115,0.6878239357353987,Not Significant
SCD5,130.04864583333332,107.79064102564102,111.32959777502813,86.49857303302365,-0.27081716536086436,-0.8880061264148884,0.37802561370421733,0.7207821741996915,Not Significant
WASF1,97.61541666666665,69.60589743589743,46.81878097508257,38.66111372302916,-0.48789352217009446,-2.575210565716625,0.012458352521962793,0.12819208317843395,Not Significant
MYH8,75.94270833333334,27.740769230769235,231.8877735025172,70.22776895422102,-1.452870649072442,-1.2159519620477515,0.2286878969430855,0.584047842376281,Not Significant
REEP4,139.28083333333333,192.5374358974359,61.94626822578943,72.84905073679658,0.4671393775686254,2.97758229971884,0.004163232729763413,0.06895354208670652,Not Significant
TNFRSF14,99.67708333333333,129.54615384615389,28.798014043720425,42.744153223778035,0.3781290870405639,3.022564658330734,0.00366142457905052,0.06360431000754213,Not Significant
MARCKS,402.43320833333337,630.7618205128206,280.8125379948848,278.627496949249,0.6483446803223881,3.1493333576135787,0.002534023682567608,0.050661730872634946,Not Significant
ARAF,180.11687500000002,186.7547435897436,109.73913352971792,89.28140275311596,0.05221125091793147,0.262415755310651,0.7938851327834252,0.9366584624187999,Not Significant
HNRNPUL2,240.44875000000002,236.74858974358975,155.49175371151554,185.45821030536598,-0.022373500526028656,-0.08160870988653726,0.935225058869408,0.9844114992931913,Not Significant
SIL1,159.58624999999998,188.9202564102564,130.9920202286649,123.39783019689182,0.24343964113266042,0.8951269611191786,0.37423782095656083,0.7188493675707675,Not Significant
STK10,65.66111111111111,109.31675213675211,23.188586807566455,51.88974274964256,0.7353946595921202,3.8808011628642065,0.00025811730277886967,0.01373407616951348,Upregulated
BLVRA,249.22824999999997,291.6445897435898,79.70640451832669,92.03579856479129,0.22674286229928925,1.8665559758352912,0.06677210613000618,0.3251704537666867,Not Significant
USP14,410.54541666666665,383.8990598290598,148.5180452895554,110.47742105574291,-0.09681455831847417,-0.81401583993131,0.4188022302651149,0.7514918217870086,Not Significant
GOLGA3,173.38277777777776,188.2586324786325,47.04158482725238,49.76534609896406,0.11875476091671106,1.1760329268179328,0.24415109520849942,0.599646770171093,Not Significant
HLA-DRB1 /// HLA-DRB4 /// LOC100996809,2760.250416666667,5157.978717948719,1922.677677849259,1989.6051495621193,0.9020064197861282,4.7041924807732896,1.5052485028602257e-05,0.0028092758861769655,Upregulated
UROD,329.97611111111115,357.2851282051282,158.05342816054682,164.33368975415274,0.11471394644168448,0.6497913632179833,0.5182665743606348,0.8058656627997355,Not Significant
ADAM15,82.203125,80.7423076923077,69.74337903455502,63.88257684844572,-0.02586810131357844,-0.08511604145215688,0.9324478843228906,0.983277190639921,Not Significant
ETAA1,93.81041666666665,73.56692307692308,67.9079249059801,54.88392076650915,-0.350686643922496,-1.2977310626029768,0.1992657704419607,0.5562062196153306,Not Significant
CALML5,14.464166666666666,12.418717948717948,9.696938968680728,10.16908580983695,-0.21995053561185024,-0.7889158186007441,0.4332167824787261,0.7607750539501017,Not Significant
MOCS3,31.330000000000002,37.037179487179486,17.06766125951547,19.391454432126856,0.24142237118649953,1.1859249173993254,0.24025088123038535,0.5959144715550673,Not Significant
PBX2,89.3953125,83.18647435897437,38.35248023066762,32.50623478008907,-0.10384900670515641,-0.6871860131550243,0.49456994034001206,0.7944433143496935,Not Significant
DNAAF1,10.541875,10.198333333333332,5.673493443484435,4.969508385795444,-0.047793482493541366,-0.2524146105831691,0.8015692073145876,0.9392411857860804,Not Significant
DCUN1D1,136.26270833333334,143.12247863247862,21.643133238508486,43.75483446116494,0.07085898332172724,0.7145553894389726,0.47760950442995714,0.7861888241473635,Not Significant
KIAA1024,15.19,20.494102564102565,13.903626677331662,13.164121638587192,0.43206236635608825,1.5203047125148728,0.133601233968076,0.46203190303954633,Not Significant
BBOX1,9.866666666666667,8.099999999999998,6.246344090166153,7.264674078971761,-0.284608974200596,-0.9871303063494954,0.3274781698027905,0.681636757259312,Not Significant
MBOAT7,58.06270833333334,75.61884615384615,25.38407447419015,39.503895251999786,0.3811281992349587,1.9412886489563959,0.056846751290113316,0.2973234689186848,Not Significant
GID4,65.99229166666667,60.82384615384615,54.755257658594374,60.2738447842924,-0.11765861333884406,-0.3419779825175854,0.7335428807728087,0.9084140494385515,Not Significant
IFT27,75.71722222222222,86.19811965811965,40.69311699406217,46.6472080283387,0.18703259670816397,0.9079171432376898,0.36749497713727153,0.7143891623612925,Not Significant
